Nom,Etat,Quality,Organization,Administration,Code Postale,Region,Total des classes,Nombre total d'étudiants
  م.إ. سطفورة ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  7 ,  172 
  م.إ. الزهوة ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  بلدي ,  7 ,  160 
  م.إ. عين المطوية ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  91 
  م.إ. السواني ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  7 ,  133 
  م.إ. سوق الجمعة ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  12 ,  231 
  م.إ. الشافعي ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  118 
  م.إ. الطواهرية ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  152 
  م.إ. الارتياج ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  80 
  م.إ. النصر حي زهوة ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  بلدي ,  14 ,  312 
  م.إ. علي الجندلي ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  157 
  م.إ. عين الزانة ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  130 
  م.إ. ابن الجزار ,Publique,moyenne,  جندوبة ,  جندوبة الشمالية ,   ,  بلدي ,  12 ,  307 
  م.إ. عين الخراريب ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  86 
  م.إ. الصوالة ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  66 
  م.إ. أولاد عيار ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  3 ,  39 
  م.إ. الجواهرية ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  80 
  م.إ. أحواض القرع ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  68 
  م.إ. عتاب ,Publique,excellent,  جندوبة ,  جندوبة الشمالية ,   ,  ريفي ,  6 ,  106 
  م.إ. شارع بورقيبة ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  21 ,  520 
  م.إ. ابن سينا ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  16 ,  359 
  م.إ. النور "مصباح الاينوبلي" ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  9 ,  189 
  م.إ. شارع الطيب المهيري ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  14 ,  402 
  م.إ. ساحة الشهداء ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  15 ,  421 
  م.إ. نهج ابن خلدون ,Publique,mauvaise,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  14 ,  421 
  م.إ. الزغادية ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  7 ,  153 
  م.إ. ميتول ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  8 ,  174 
  م.إ. سوق السبت ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  13 ,  329 
  م.إ. الملقى ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  10 ,  195 
  م.إ. عين الكريمة ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  105 
  م.إ. العيثه ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  16 ,  466 
  م.إ. الجريف القبلي ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  70 
  م.إ. العزيمة سوق السبت ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  117 
  م.إ. التطور ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  17 ,  412 
  م.إ. الفوز ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  11 ,  298 
  م.إ. الرشاد ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  74 
  م.إ. بلحسن الدريسي ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  17 ,  382 
  م.إ. معلى ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  47 
  م.إ. ابو القاسم الشابي ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  6 ,  105 
  م.إ. السعادة كم 5 ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  63 
  م.إ. سيدي الهميسي ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  155 
  م.إ. الطرايدية ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  7 ,  153 
  م.إ. الفائز ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  12 ,  319 
  م.إ. الحدائق ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  بلدي ,  19 ,  444 
  م.إ. الصخايرية ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  6 ,  43 
  م.إ. الغراغيز ,Publique,excellent,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  4 ,  39 
  م.إ. المروج ,Publique,moyenne,  جندوبة ,  جندوبة الجنوبية ,   ,  ريفي ,  5 ,  104 
  م.إ. نهج الحبيب ثامر ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  بلدي ,  18 ,  488 
  م.إ. نهج الجامع ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  بلدي ,  20 ,  562 
  م.إ. الكرامة ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  بلدي ,  12 ,  229 
  م.إ. نهج الاستقلال ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  بلدي ,  19 ,  516 
  م.إ. المرجى ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  ريفي ,  12 ,  306 
  م.إ. مركز الكدية ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  144 
  م.إ. المنقوش ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  135 
  م.إ. الدزيرة ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  7 ,  132 
  م.إ. سيدي علي الجبيني ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  43 
  م.إ. البراهمي ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  9 ,  160 
  م.إ. الهناء بوسالم ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  بلدي ,  12 ,  322 
  م.إ. البئر الأخضر ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  بلدي ,  12 ,  228 
  م.إ. سيدي عبيد ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  96 
  م.إ. حوال الوادي ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  85 
  م.إ. زامه ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  44 
  م.إ. مجاز الشرف ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  91 
  م.إ. الأنس ,Publique,excellent,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  67 
  م.إ. الروماني ,Publique,moyenne,  جندوبة ,  بوسالم ,   ,  ريفي ,  6 ,  172 
  م.إ. بلطة ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  9 ,  220 
  م.إ. منجم بوعوان ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  10 ,  207 
  م.إ. العواوضة ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  143 
  م.إ. البلدية ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  12 ,  275 
  م.إ. مركز عبد الجبار ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  140 
  م.إ. بولعابة عن محطة بن بشير ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  148 
  م.إ. بني امحمد ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  55 
  م.إ. أولاد حسن ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  47 
  م.إ. السمران ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  12 ,  240 
  م.إ. الأمل سد كساب ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  5 ,  37 
  م.إ. جربنة بوسالم ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  5 ,  53 
  م.إ. عين فضة ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  60 
  م.إ. التوايتية ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  103 
  م.إ. الشواولة بوسالم ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  157 
  م.إ. أولاد سعيدان ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  142 
  م.إ. الهادي خليل ,Publique,moyenne,  جندوبة ,  بلطة بوعوان ,   ,  بلدي ,  8 ,  165 
  م.إ. عين الحاج ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  83 
  م.إ. الحمام ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  5 ,  37 
  م.إ. بغوره ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  93 
  م.إ. الخليفات ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  50 
  م.إ. النصايبية ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  3 ,  40 
  م.إ. الحرية بو سالم ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  70 
  م.إ. ريغة ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  74 
  م.إ. الثريات ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  60 
  م.إ. حفرة الجنة ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  5 ,  25 
  م.إ. سيدي عبدالله ,Publique,excellent,  جندوبة ,  بلطة بوعوان ,   ,  ريفي ,  6 ,  88 
  م.إ. شارع بورقيبة ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  بلدي ,  24 ,  675 
  م.إ. نهج المعتمدية ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  بلدي ,  13 ,  328 
  م.إ. بوترفس ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  ريفي ,  18 ,  481 
  م.إ. الحوامدية ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  ريفي ,  12 ,  280 
  م.إ. عين الصبح ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  ريفي ,  8 ,  176 
  م.إ. مركز جاء بالله ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  76 
  م.إ. الجبل الأبيض الوراهنية ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  106 
  م.إ. هنشير الخذايرية ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  ريفي ,  14 ,  360 
  م.إ. عين السنوسي ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  76 
  م.إ. بريرم ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  ريفي ,  12 ,  317 
  م.إ. سيدي عسكر ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  94 
  م.إ. سيدي روين ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  ريفي ,  7 ,  151 
  م.إ. ملولة ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  بلدي ,  6 ,  105 
  م.إ. التغزاز ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  87 
  م.إ. الأرمال ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  بلدي ,  12 ,  258 
  م.إ. الفرش ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  51 
  م.إ. سيدي بدر ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  بلدي ,  13 ,  347 
  م.إ. 18 جانفي الحمام ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  50 
  م.إ. العقيبة ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  53 
  م.إ. السلايمية ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  11 ,  218 
  م.إ. السواقي ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  40 
  م.إ. حي البساتين ,Publique,moyenne,  جندوبة ,  طبرقة ,   ,  بلدي ,  12 ,  326 
  م.إ. سيدي رمضان ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  40 
  م.إ. سيدي قويدر ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  62 
  م.إ. الفجة ,Publique,excellent,  جندوبة ,  طبرقة ,   ,  ريفي ,  6 ,  90 
  م.إ. شارع بورقيبة ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  بلدي ,  13 ,  295 
  م.إ. فج الشحارير ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  بلدي ,  6 ,  65 
  م.إ. ببوش ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  140 
  م.إ. التباينية ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  102 
  م.إ. الرويعي ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  60 
  م.إ. أولاد هلال ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  5 ,  46 
  م.إ. حمام بورقيبة ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  ريفي ,  7 ,  174 
  م.إ. عين الحمراية ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  3 ,  22 
  م.إ. وادي الزان ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  3 ,  36 
  م.إ. عين البيضة ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  46 
  م.إ. أولاد سدره ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  51 
  م.إ. المريج ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  5 ,  30 
  م.إ. ساحة المعتمدية ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  بلدي ,  15 ,  367 
  م.إ. سيدي امحمد ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  57 
  م.إ. الفتح بحيرة الزيتونة ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  122 
  م.إ. الحبيب الرويعي ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  122 
  م.إ. صرى رابح ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  87 
  م.إ. القرافة ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  64 
  م.إ. دار فاطمة ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  74 
  م.إ. أرض الكاف ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  4 ,  23 
  م.إ. أولاد خميسة ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  127 
  م.إ. 2 مارس 34 عين دراهم ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  بلدي ,  6 ,  141 
  م.إ. عديسة ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  4 ,  35 
  م.إ. مشراوه ,Publique,moyenne,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  134 
  م.إ. أولاد عريض ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  5 ,  38 
  م.إ. سيدي يوسف ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  56 
  م.إ. أولاد ضيف الله ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  101 
  م.إ. الزويتنية ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  6 ,  68 
  م.إ.بونايل سوق السبت ,Publique,excellent,  جندوبة ,  عين دراهم ,   ,  ريفي ,  4 ,  40 
  م.إ. المناخ ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  12 ,  217 
  م.إ. السمايتية ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  113 
  م.إ. هنشير الشعيبة ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  131 
  م.إ. شارع بورقيبة ,Publique,mauvaise,  جندوبة ,  فرنانة ,   ,  بلدي ,  23 ,  707 
  م.إ. عين البية ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  12 ,  275 
  م.إ. سيدي سعيد ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  12 ,  239 
  م.إ. عين شرشاره ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  114 
  م.إ. جنتوره ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  7 ,  165 
  م.إ. حليمة ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  10 ,  219 
  م.إ. بوهرتمة ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  139 
  م.إ. الإزدهار جواودة ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  12 ,  272 
  م.إ. العمل بالقنة ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  118 
  م.إ. الزاويـــة ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  56 
  م.إ. النجاح أم البشنة ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  93 
  م.إ. 15 أكتوبر 63 رميلة ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  13 ,  291 
  م.إ. الحمر ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  7 ,  189 
  م.إ. طريق عين دراهم ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  بلدي ,  8 ,  171 
  م.إ. العلايق ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  7 ,  190 
  م.إ. البطاح ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  13 ,  328 
  م.إ. الخزان ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  67 
  م.إ. بني مطير ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  بلدي ,  6 ,  77 
  م.إ. الفروحة ,Publique,excellent,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  96 
  م.إ. الشتايتية ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  6 ,  120 
  م.إ. بوحلاب ,Publique,moyenne,  جندوبة ,  فرنانة ,   ,  ريفي ,  9 ,  210 
